Index,ID,SourceName,CODICE_COMMITTENTE,ALIQUOTA_IVA,DATA,P_IVA,UNITAMISURA,IMPORTO_TOTALE_DOCUMENTO,NUMERO,TIPO_DOCUMENTO,RAGIONE_SOCIALE,SEDE_INDIRIZZO_CESSIONARIO,QUANTITA,DESCRIZIONE,IMPONIBILE_IMPORTO,PREZZO_UNITARIO,CATEGORIA
1722,1722,IT04157540966_9n685,09247360960,10,2024-12-09,02827030962,,538.52,9n685,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.7,HAMBURGER BOV. COTTO G150 MC,35.07,12.99,Food
1723,1723,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 PULLED PORK IQF SURGELATO,16.39,16.39,Food
1724,1724,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 FIL PETTO POLLO PREC MC",20.29,20.29,Food
1725,1725,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G250 ZUCCA  CUBETTI,1.79,1.79,Food
1726,1726,IT04157540966_9plui,09247360960,4,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.008,PEC BLU MAREMMA KG1 CA*,22.51,22.33,Food
1727,1727,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 TUORLO D'UOVO P.GIALLA MC,6.29,6.29,Food
1728,1728,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG 1 SALAME CIOCCOLATO 12/14 F,11.67,11.67,Food
1729,1729,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500  RITAGLI SALMONE AFFUMIC.,6.29,6.29,Food
1730,1730,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500  RITAGLI SALMONE AFFUMIC.,6.29,6.29,Food
1731,1731,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA BOVINO AD.SKIN,2.29,2.29,Food
1732,1732,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA BOVINO AD.SKIN,2.29,2.29,Food
1733,1733,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA BOVINO AD.SKIN,2.29,2.29,Food
1734,1734,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA BOVINO AD.SKIN,2.29,2.29,Food
1735,1735,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA BOVINO AD.SKIN,2.29,2.29,Food
1736,1736,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA BOVINO AD.SKIN,2.29,2.29,Food
1737,1737,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA BOVINO AD.SKIN,2.29,2.29,Food
1738,1738,IT04157540966_9plui,09247360960,4,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG1,5 FORMAGGIO SPALMABILE MC",10.14,10.14,Food
1739,1739,IT04157540966_9plui,09247360960,4,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 CAPRINO FRESCO VACCINO,2.19,2.19,Food
1740,1740,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL20 BRILLANTE RECOARO VAP,10.8,10.8,Beverage
1741,1741,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL20 BRILLANTE RECOARO VAP,10.8,10.8,Beverage
1742,1742,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 LASAGNE BOLOGNESE MC",13.39,13.39,Food
1743,1743,IT04157540966_9plui,09247360960,4,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G100X8 BURRATA MC,11.49,11.49,Food
1744,1744,IT04157540966_9plui,09247360960,4,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G100X8 BURRATA MC,11.49,11.49,Food
1745,1745,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,BOBINA BRICO 500 STRAPPI ARO,5.98,5.98,Altre Forniture
1746,1746,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,BOBINA BRICO 500 STRAPPI ARO,5.98,5.98,Altre Forniture
1747,1747,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,20PZ 70X110 SAC.DIFF. GIAL ARO,11.15,11.15,Altre Forniture
1748,1748,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,25SACCHI 70X80 MATBI MP,5.95,5.95,Altre Forniture
1749,1749,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.19,2.19,Food
1750,1750,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.19,2.19,Food
1751,1751,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.19,2.19,Food
1752,1752,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.19,2.19,Food
1753,1753,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.19,2.19,Food
1754,1754,IT04157540966_9plui,09247360960,4,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.0,POMO. GRAPP. MIN MC (IT I),6.58,3.29,Food
1755,1755,IT04157540966_9plui,09247360960,4,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food
1756,1756,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.99,6.99,Food
1757,1757,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.99,6.99,Food
1758,1758,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.99,6.99,Food
1759,1759,IT04157540966_9plui,09247360960,10,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.99,6.99,Food
1760,1760,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA FRIZ.S.BENEDET.PET,3.12,3.12,Beverage
1761,1761,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA FRIZ.S.BENEDET.PET,3.12,3.12,Beverage
1762,1762,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.12,3.12,Beverage
1763,1763,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.12,3.12,Beverage
1764,1764,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 33 COCA COLA VAP,15.6,15.6,Beverage
1765,1765,IT04157540966_9plui,09247360960,22,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 33 COCA COLA ZERO VAP,15.6,15.6,Beverage
1766,1766,IT04157540966_9plui,09247360960,4,2024-12-12,02827030962,,341.86,9plui,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,2.8,2.8,Food
1767,1767,IT04355200967_02R3I,09247360960,22,2024-12-18,04355200967,NUMERO,149.45,vzjfd95919,TD01,TECNOGAS SRL,"VIA STENDHAL, 30",1.0,Bombola Aligal 1 ALI lt.14,45.0,45.0,Altre Forniture
1768,1768,IT04355200967_02R3I,09247360960,22,2024-12-18,04355200967,NUMERO,149.45,vzjfd95919,TD01,TECNOGAS SRL,"VIA STENDHAL, 30",1.0,Messa disposizione bombole,72.0,72.0,Altre Forniture
1769,1769,IT04355200967_02R3I,09247360960,22,2024-12-18,04355200967,NUMERO,149.45,vzjfd95919,TD01,TECNOGAS SRL,"VIA STENDHAL, 30",1.0,ADR QUOTA HMF GAS CONDIZIONATI CAD.,5.5,5.5,Carburante
1770,1770,IT0526289001424365_DC9P2,09247360960,22,2024-12-30,07516911000,,10.5,D0241230,TD01,AUTOSTRADE PER L'ITALIA S.P.A.,VIA ENRICO STENDHAL   30,,PEDAGGI AUTOSTRADALI,8.61,8.61,Automezzi
1771,1771,IT0526289001425007_FNW3G,09247360960,22,2024-12-31,11810230158,GG,29.77,PAI0002546,TD24,Linde Gas Italia  S.r.l.,VIA STENDHAL 30,122.0,Nolo Giornaliero Bombola,24.4,0.2,Noleggi
1772,1772,IT0995751096000m47_38fc8,09247360960,22,2024-12-02,09957510960,KWH,9.87,5012781,TD01,BE CHARGE S.R.L.,VIA STENDHAL,10.97,"Sessione di ricarica in Via Stendhal, 30, Milano da 02/12/2024 10:07 a 02/12/2024 14:50 (H000009-3)",8.09,0.737466,Carburante
1773,1773,IT0995751096000m4g_1qluv,09247360960,22,2024-12-08,09957510960,KWH,20.64,I2030008,TD01,BE CHARGE S.R.L.,VIA STENDHAL,22.93,"Sessione di ricarica in Via Stendhal, 30, Milano da 08/12/2024 16:59 a 08/12/2024 21:17 (H000009-3)",16.92,0.737801,Carburante
1774,1774,IT10194900964_00BY2,09247360960,4,2024-12-31,10194900964,,239.0,2517,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,50.0,50.0,Spese Amministrative
1775,1775,IT10194900964_00BY2,09247360960,10,2024-12-31,10194900964,,239.0,2517,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,29.09091,29.09091,Spese Amministrative
1776,1776,IT10194900964_00BY2,09247360960,4,2024-12-31,10194900964,,239.0,2517,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,50.0,50.0,Spese Amministrative
1777,1777,IT10194900964_00BY2,09247360960,10,2024-12-31,10194900964,,239.0,2517,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,29.09091,29.09091,Spese Amministrative
1778,1778,IT10194900964_00BY2,09247360960,4,2024-12-31,10194900964,,239.0,2517,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,37.5,37.5,Spese Amministrative
1779,1779,IT10194900964_00BY2,09247360960,10,2024-12-31,10194900964,,239.0,2517,TD01,BAGUETTE S.R.L.,"VIA STENDHAL ENRICO, 30",1.0,RIEPILOGO MENSILE,29.09091,29.09091,Spese Amministrative
1780,1780,IT12549080153_2GUVE,09247360960,22,2024-12-10,12549080153,,675.88,7e83bcc8-2,TD01,VOLKSWAGEN LEASING GMBH,VIA STENDHAL ENRICO 30,,Canone noleggio,465.0,465.0,Noleggi
1781,1781,IT12549080153_2GUVE,09247360960,22,2024-12-10,12549080153,,675.88,7e83bcc8-2,TD01,VOLKSWAGEN LEASING GMBH,VIA STENDHAL ENRICO 30,,Canone assistenza operativa,89.0,89.0,Automezzi
1782,1782,IT13181080154_IDreC,09247360960,22,2024-12-10,13181080154,,781.58,RP03943476,TD01,Repower Vendita Italia,VIA ENRICO STENDHAL 30,,Imposte,28.49,28.49,Spese Amministrative
1783,1783,IT13181080154_IDreC,09247360960,22,2024-12-10,13181080154,,781.58,RP03943476,TD01,Repower Vendita Italia,VIA ENRICO STENDHAL 30,,Oneri di sistema,136.6,136.6,Spese Amministrative
1784,1784,IT13181080154_IDreC,09247360960,22,2024-12-10,13181080154,,781.58,RP03943476,TD01,Repower Vendita Italia,VIA ENRICO STENDHAL 30,,Servizi di Vendita,416.4,416.4,Spese Amministrative
1785,1785,IT13181080154_IDreC,09247360960,22,2024-12-10,13181080154,,781.58,RP03943476,TD01,Repower Vendita Italia,VIA ENRICO STENDHAL 30,,Trasporto e gestione del contatore,59.15,59.15,Spese Amministrative
1786,1786,IT01336610587_0c63W,09247360960,22,2024-12-17,00987061009,,62.29,9241667,TD01,S.I.A.E.,VIA ENRICO STENDHAL 30,1.0,Diritti amministrativi di procedura,1.0,1.0,Spese Amministrative
1787,1787,IT01336610587_0c63W,09247360960,22,2024-12-17,00987061009,,62.29,9241667,TD01,S.I.A.E.,VIA ENRICO STENDHAL 30,1.0,Diritti connessi mda in PPEE Altri App.,50.06,50.06,Spese Amministrative
1788,1788,IT01378570350_jSItJ,09247360960,4,2024-12-01,04916380159,Num.,15.1,2498251409,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,BURRO ESSELUNGA 125G-GR  125,1.82,1.82,Food
1789,1789,IT01378570350_jSItJ,09247360960,10,2024-12-01,04916380159,Num.,15.1,2498251409,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,IL CEPPO BACCALA'MANT-GR  200,4.99,4.99,Food
1790,1790,IT01378570350_jSItJ,09247360960,10,2024-12-01,04916380159,Num.,15.1,2498251409,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,GRANCEREALE BARILLA-GR  500,1.83,1.83,Food
1791,1791,IT01378570350_jSItJ,09247360960,10,2024-12-01,04916380159,Num.,15.1,2498251409,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,COTECHINO A FETTE-GR  200,2.54,2.54,Food
1792,1792,IT01378570350_jSItJ,09247360960,10,2024-12-01,04916380159,KG,15.1,2498251409,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,0.47,POLENTA-KG    1,2.56,5.446809,Food
1793,1793,IT01378570350_jSItJ,09247360960,22,2024-12-01,04916380159,Num.,15.1,2498251409,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,SHOPPER-UN    1,0.08,0.08,Altre Forniture
1794,1794,IT01378570350_jU9nT,09247360960,4,2024-12-03,04916380159,Num.,11.08,2504562698,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,5.0,INS. ALLEGRA  NAT.-GR  200,5.67,1.134,Food
1795,1795,IT01378570350_jU9nT,09247360960,10,2024-12-03,04916380159,Num.,11.08,2504562698,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,2.0,TUORLO D'UOVO-GR  250,4.62,2.31,Food
1796,1796,IT01378570350_jU9nT,09247360960,22,2024-12-03,04916380159,Num.,11.08,2504562698,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,SHOPPER-UN    1,0.08,0.08,Altre Forniture
1797,1797,IT01378570350_jXNQW,09247360960,10,2024-12-07,04916380159,KG,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,0.137,GINGER-KG    1,0.7,5.109489,Food
1798,1798,IT01378570350_jXNQW,09247360960,22,2024-12-07,04916380159,Num.,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,3.0,SACCHETTO COMPOST.LE-GR    4,0.02,0.006667,Altre Forniture
1799,1799,IT01378570350_jXNQW,09247360960,4,2024-12-07,04916380159,KG,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,0.487,PATATE-KG    1,0.74,1.519507,Food
1800,1800,IT01378570350_jXNQW,09247360960,4,2024-12-07,04916380159,KG,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,0.664,PATATE-KG    1,1.9,2.861446,Food
1801,1801,IT01378570350_jXNQW,09247360960,4,2024-12-07,04916380159,Num.,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,CONCHIGLIE RIG-GR  500,0.95,0.95,Food
1802,1802,IT01378570350_jXNQW,09247360960,4,2024-12-07,04916380159,KG,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,0.268,PANE FILONE GR. DURO-KG    1,0.98,3.656716,Food
1803,1803,IT01378570350_jXNQW,09247360960,10,2024-12-07,04916380159,Num.,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,2.0,FAVE PEPE E LIMONE-GR  150,3.25,1.625,Food
1804,1804,IT01378570350_jXNQW,09247360960,4,2024-12-07,04916380159,Num.,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,LENTICCHIE UMBRE-GR  500,3.84,3.84,Food
1805,1805,IT01378570350_jXNQW,09247360960,4,2024-12-07,04916380159,Num.,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,PECORINO ROMANO GRATT-GR  100,2.74,2.74,Food
1806,1806,IT01378570350_jXNQW,09247360960,10,2024-12-07,04916380159,Num.,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,MANDORLE TOSTATE G500-GR  500,3.63,3.63,Food
1807,1807,IT01378570350_jXNQW,09247360960,10,2024-12-07,04916380159,Num.,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,LE NATURELLE BIO X4-PZ    4,1.99,1.99,Food
1808,1808,IT01378570350_jXNQW,09247360960,10,2024-12-07,04916380159,KG,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,0.221,PETTI POLLO FETTE BIO-KG    1,5.45,24.660633,Food
1809,1809,IT01378570350_jXNQW,09247360960,4,2024-12-07,04916380159,KG,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,0.304,GORGONZOLA DOP SANTI-KG    1,5.26,17.302631,Food
1810,1810,IT01378570350_jXNQW,09247360960,10,2024-12-07,04916380159,KG,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,0.139,NERVETTI CON CIPOLLA-KG    1,1.57,11.294964,Food
1811,1811,IT01378570350_jXNQW,09247360960,10,2024-12-07,04916380159,Num.,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,LINDT LATTE&NOCC.GR30-GR  300,5.08,5.08,Food
1812,1812,IT01378570350_jXNQW,09247360960,22,2024-12-07,04916380159,Num.,41.04,2516620096,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,SHOPPER-UN    1,0.09,0.09,Altre Forniture
1813,1813,IT01378570350_jdS20,09247360960,22,2024-12-08,06017420487,NR,66.86,2534490160,TD01,ENEGAN S.P.A,null VIA ENRICO STENDHAL 30,1.0,Condivisa Insieme Adeguamento dicembre 2024,39.9,39.9,Energia Elettrica
1815,1815,IT01378570350_jdS20,09247360960,22,2024-12-08,06017420487,NR,66.86,2534490160,TD01,ENEGAN S.P.A,null VIA ENRICO STENDHAL 30,1.0,SentiAMOci Easy dicembre 2024,9.9,9.9,Telefono
1818,1818,IT01378570350_jdS20,09247360960,22,2024-12-08,06017420487,NR,66.86,2534490160,TD01,ENEGAN S.P.A,null VIA ENRICO STENDHAL 30,1.0,Upgrade FIBRA FTTH 1GB/100M dicembre 2024,5.0,5.0,Telefono
1820,1820,IT01378570350_jgKFU,09247360960,10,2024-12-19,04916380159,Num.,2.94,2542241302,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,2.0,ZUCCA COTTA ESS-GR  250,1.78,0.89,Food
1821,1821,IT01378570350_jgKFU,09247360960,10,2024-12-19,04916380159,Num.,2.94,2542241302,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,1.0,BABRBABIETOLE COTTE-GR  500,0.89,0.89,Food
1822,1822,IT016417907022024N_0cra7,09247360960,22,2024-12-02,17002501009,,30.49,00003zfq66,TD01,leggimenu SRL,Via Stendhal 30,1.0,leggimenu.it - Premium  Mensile / Monthly,24.99,24.991804,Software
1823,1823,IT016417907022024Q_0cvN6,09247360960,22,2024-12-05,04120970134,,186.11,00003zm2qw,TD01,OPIFICIO CATTANEO SRL,"VIA ENRICO STENDHAL, 30",5.0,VESPUCCI,84.75,16.95,Altre Spese
1824,1824,IT016417907022024Q_0cvN6,09247360960,22,2024-12-05,04120970134,,186.11,00003zm2qw,TD01,OPIFICIO CATTANEO SRL,"VIA ENRICO STENDHAL, 30",4.0,TAAAC,67.8,16.95,Altre Spese
1825,1825,IT016417907022025q_00bli,09247360960,22,2024-12-31,08675550969,,488.0,0000428525,TD01,Flawless Living s.r.l.,"VIA ENRICO STENDHAL, 30",1.0,Partnership FLAWLESS.life,400.0,400.0,Marketing
1826,1826,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG 2,3 MAIS SALATO MC",9.99,9.99,Food
1827,1827,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,10.0,G450  PATATINA AMICA CHIPS,34.0,3.4,Food
1828,1828,IT04157540966_9jf8u,09247360960,4,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food
1829,1829,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G250 ZUCCA  CUBETTI,1.79,1.79,Food
1830,1830,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G250 ZUCCA  CUBETTI,1.79,1.79,Food
1831,1831,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G250 ZUCCA  CUBETTI,1.79,1.79,Food
1832,1832,IT04157540966_9jf8u,09247360960,4,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 AVOCADO A CUBI MC,5.03,5.29,Food
1833,1833,IT04157540966_9jf8u,09247360960,4,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 AVOCADO A CUBI MC,5.03,5.29,Food
1834,1834,IT04157540966_9jf8u,09247360960,4,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 AVOCADO A CUBI MC,5.03,5.29,Food
1835,1835,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 LASAGNE BOLOGNESE MC",13.39,13.39,Food
1836,1836,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG1,8 PARMIGIANA MELANZANE",21.92,21.92,Food
1837,1837,IT04157540966_9jf8u,09247360960,4,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G100X8 BURRATA MC,11.49,11.49,Food
1838,1838,IT04157540966_9jf8u,09247360960,4,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G100X8 BURRATA MC,11.49,11.49,Food
1839,1839,IT04157540966_9jf8u,09247360960,4,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.005,CAV. CAPP. R. CS FILM (IT I),2.5,2.49,Food
1840,1840,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 FONDI DI CARCIOFO,6.59,6.59,Food
1841,1841,IT04157540966_9jf8u,09247360960,4,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.535,CAV. CAPP.B. CASSA (NL I),2.13,1.39,Food
1842,1842,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500  RITAGLI SALMONE AFFUMIC.,6.29,6.29,Food
1843,1843,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500  RITAGLI SALMONE AFFUMIC.,6.29,6.29,Food
1844,1844,IT04157540966_9jf8u,09247360960,10,2024-12-04,02827030962,,257.27,9jf8u,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG 1 HUMMUS DI CECI,10.15,10.15,Food
