RAGIONE_SOCIALE,DESCRIZIONE,CATEGORIA
METRO Italia S.p.A.,ML500 SALSA SOIA SAVE LES SALT,Food
METRO Italia S.p.A.,"BICCH BIBITA TOPCLASS37,5CL BL",Food
METRO Italia S.p.A.,CL100AMARO S.MARIA AL MONT40.0,Food
METRO Italia S.p.A.,CL70 MARTIN MILLER'S 40.0,Food
METRO Italia S.p.A.,GR500 ERBAZZONE,Food
METRO Italia S.p.A.,"KG.1,9 PANCARRE GIOLLY *",Food
METRO Italia S.p.A.,G560 CAPRINI LATTE VACCINO MC,Food
METRO Italia S.p.A.,KG 2.275 PULLED PORK SV MC,Food
METRO Italia S.p.A.,BOBINA PULITUTTO 2VELI 500STR,Food
METRO Italia S.p.A.,G460 PINSA FRESCA 230X2 MC,Food
METRO Italia S.p.A.,46 BOWL SIZE L 1200CC,Food
METRO Italia S.p.A.,ML 875 SALSA HAMBURGER DEVELEY,Food
METRO Italia S.p.A.,L20FUSTO FELSGOLD IPA PKEG,Food
METRO Italia S.p.A.,6DISPENSER PLAST.TR.760ML MP,Food
METRO Italia S.p.A.,ML875 SALSA BARBECUE SQUEEZE,Food
METRO Italia S.p.A.,G800 MOLINETTI  BONUS PACK M.B,Food
METRO Italia S.p.A.,ML750 PULITORE TAGLIERI MP,Food
METRO Italia S.p.A.,G200 RITAGLI SALMONE NORVEGESE,Food
METRO Italia S.p.A.,POMO. CILIEG. R. CS (IT I),Food
METRO Italia S.p.A.,"KG2,5 CRUNCHY PETALS MC CAIN",Food
METRO Italia S.p.A.,CL 70 VODKA EIKO 40.,Food
METRO Italia S.p.A.,G200 FIL. SGOMBRO AFF. AL PEPE,Food
METRO Italia S.p.A.,BICCHIERE CAFFEINO CL9 VETRO,Food
METRO Italia S.p.A.,G250BISC.GRANCEREALE DIGESTIVE,Food
METRO Italia S.p.A.,"KG1,5 FORM SPALM FR ERBE ALPIG",Food
METRO Italia S.p.A.,G1700 CARCIOFI SPACC.M.CHEF,Food
METRO Italia S.p.A.,G500 RUCOLA VASCHETTA MC,Food
METRO Italia S.p.A.,G50 ESTR.VANIGLIA BACCA P.AN,Food
METRO Italia S.p.A.,GRANA PADANO DOP MC KG1 CA,Food
METRO Italia S.p.A.,LIMONI CAL 4 CASSA MC (IT I),Food
METRO Italia S.p.A.,G500 RAPE INT.QUADR.,Food
METRO Italia S.p.A.,CL75 CONTADI BRUT FRANCIAC AST,Food
METRO Italia S.p.A.,CL100 KINLEY TONIC WATER PET,Food
METRO Italia S.p.A.,CL20 BRILLANTE RECOARO VAP,Food
METRO Italia S.p.A.,CL 70 VODKA BELVEDERE 40.0,Food
METRO Italia S.p.A.,"50PZ L1,2 TAKEAW. BOX. COMP MP",Food
METRO Italia S.p.A.,CL 100 TRIPLE SEC EAU ORAN. 33,Food
METRO Italia S.p.A.,G166 NUTELLA BISCUIT T12,Food
METRO Italia S.p.A.,1PENN.GESSO 7-15 MM BIANCO,Food
METRO Italia S.p.A.,A.VAL.  CAL 7/8 CS MC (ZA II),Food
METRO Italia S.p.A.,25 SACCHI 70X110 120L MATBI MP,Food
METRO Italia S.p.A.,SACC.AVANA FONDO LARGO26X16X29,Food
METRO Italia S.p.A.,"PEC BLU MAREMMA KG1,5 CA*",Food
METRO Italia S.p.A.,"KG2,7 POLPETTE BOV. COTTE SURG",Food
METRO Italia S.p.A.,G700 CAROTE JULIENNE MC,Food
METRO Italia S.p.A.,SHAKER EASY ACC.INOX CL50,Food
METRO Italia S.p.A.,500SPIEDINI BAMBU GOLF 15CM MP,Food
METRO Italia S.p.A.,KG1 STRACCIATA DI BUFALA,Food
METRO Italia S.p.A.,G800 SALSA BOSC COLUMBUS TD,Food
METRO Italia S.p.A.,G43 MACININO BASIC PEPE NERO,Food
METRO Italia S.p.A.,"KG2,25 HAMBURGER BOV. COT. G90",Food
METRO Italia S.p.A.,G200 PAVESINI CACAO,Food
METRO Italia S.p.A.,SHOPPER BIO 35X10X65 CASSE MP,Food
METRO Italia S.p.A.,CL 25 INDIAN BLACK TEA PES VAP,Food
METRO Italia S.p.A.,CL70 MEZCAL ILEGAL REPOSADO 40,Food
METRO Italia S.p.A.,CL150 ACQUA    GUIZZA FRIZZ.,Food
METRO Italia S.p.A.,KG1 AVOCADO A CUBI MC,Food
METRO Italia S.p.A.,ML1062 CARCIOFI RUST.MONTALBAN,Food
METRO Italia S.p.A.,G150X9 TARTARE DI BOVINO,Food
METRO Italia S.p.A.,CL70 ESPOLON BLANCO 40,Food
METRO Italia S.p.A.,1000 SPIEDI CM20 COLUMBUS,Food
METRO Italia S.p.A.,ML750 DISINF. SUP. VIRUCIDA MP,Food
METRO Italia S.p.A.,G1680 OLIVE BELLA CERIGNOLA MC,Food
METRO Italia S.p.A.,250 PALETTE CAFFE LW SING IMB,Food
METRO Italia S.p.A.,KG1 TUORLO D'UOVO P.GIALLA MC,Food
METRO Italia S.p.A.,CL 20 ALBICOCCA YOGA 100% VAP,Food
METRO Italia S.p.A.,G250 BURRO ROTOLO MEGGLE,Food
METRO Italia S.p.A.,ML875 SALSA YOGURT METROCHEF,Food
METRO Italia S.p.A.,BORSA METRO INTR PP 45X32X43CM,Food
METRO Italia S.p.A.,PROVOLONE AFFUMICATO MC KG2 CA,Food
METRO Italia S.p.A.,CL 100 RUM HAVANA CLUB 3 A 40,Food
METRO Italia S.p.A.,G300 INSALATA GOURMET MC,Food
METRO Italia S.p.A.,1/16 FORMAGGIO DURO ARO KG2 CA,Food
METRO Italia S.p.A.,ML750 MULTIUSO MP,Food
METRO Italia S.p.A.,CL70 CHERRY SANGUE MORLACCO 30,Food
METRO Italia S.p.A.,CL50 CREMA ACETO BALS.MC,Food
METRO Italia S.p.A.,CL75 PORTO TAWNY DON PABLO,Food
METRO Italia S.p.A.,CL33 ACQUA FRI S.BENED LATTINA,Food
METRO Italia S.p.A.,25P.TA POS.LINO 40X40 NERO MP,Food
METRO Italia S.p.A.,G450  PATATINA AMICA CHIPS,Food
METRO Italia S.p.A.,CL70 PISCO CAMPO ENCANTO 40.5,Food
METRO Italia S.p.A.,250TOV.APERITIVO25X25GIALLOCLB,Food
METRO Italia S.p.A.,MIXING GLASS CL65 COMBO,Food
METRO Italia S.p.A.,G500 MIX SEMI TOSTATI MC,Food
METRO Italia S.p.A.,POMO. ROSSO MAROCCO CS (MA I),Food
METRO Italia S.p.A.,G100X8 BURRATA MC,Food
METRO Italia S.p.A.,1/2 COPPA PIACENT.DOP.S/PEL.SV,Food
METRO Italia S.p.A.,G250 MIELE ACACIA LUNAMIELE,Food
METRO Italia S.p.A.,CL 70 APEROL 11.0,Food
METRO Italia S.p.A.,M200 PELLIC.2IN1 DOMOPAK MICRO,Food
METRO Italia S.p.A.,"CL100 GORDON S DRY GIN  37,5",Food
METRO Italia S.p.A.,CL 70 ROKU GIN 43.0,Food
METRO Italia S.p.A.,CL100 POMP ROSA SCHW. PET.,Food
METRO Italia S.p.A.,"KG2,5 FIL PETTO POLLO PREC MC",Food
METRO Italia S.p.A.,GIACCA CHEF NERA DELAVE XL MP,Food
METRO Italia S.p.A.,LT5 DET.PIATTI A MANO ECOL. MP,Food
METRO Italia S.p.A.,1/2 SPIANATA PICCANTE SV,Food
METRO Italia S.p.A.,CL70  GRAPPA BARRIQUE 903 40.0,Food
METRO Italia S.p.A.,CL 70 DE KUY TRIPLE SEC 40.0,Food
METRO Italia S.p.A.,G800 SALSA TONN COLUMBUS TD,Food
METRO Italia S.p.A.,FINOCCHIONA IGP 1/2  KG1.5CA,Food
METRO Italia S.p.A.,KG1SALE GR.ROSA INTEG.HIMALAYA,Food
PISOTTI SRL,Informazioni documento,Food
PISOTTI SRL,"500 FG. ANTIGRASSO HA.DAYS20X32,5CM",Food
PISOTTI SRL,TOV.TA LINEA DISCO DIAM.38CM. ASS.,Food
PISOTTI SRL,500 FG. ANTIGRASSO JOURNAL 20X35CM.,Food
PISOTTI SRL,100 SPADE  BAMBOO  S0007 CM.15 NAT.,Food
PISOTTI SRL,"500 FG. ANTIGRASSO HA.DAYS12,5X20CM",Food
PISOTTI SRL,BANDIERINE STICKS  SAMURAI  PZ.144,Food
PISOTTI SRL,100 SPIEDI BAMBOO  IKEB. CM.15 NAT.,Food
SFO.GEL.SRL,Ddt nr.   4231 del 14/11/24,Food
SFO.GEL.SRL,Ddt nr.   2980 del 28/08/24,Food
SFO.GEL.SRL,Ddt nr.    329 del 31/01/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 07/10/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 09/10/24,Food
SFO.GEL.SRL,Ddt nr.   3828 del 18/10/24,Food
SFO.GEL.SRL,Ddt nr.    703 del 29/02/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 29/05/24,Food
SFO.GEL.SRL,Ddt nr.   3556 del 03/10/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 06/02/24,Food
SFO.GEL.SRL,MINI NY CHEESECAKE 85g PZ.12*,Food
SFO.GEL.SRL,Ddt nr.   2367 del 20/06/24,Food
SFO.GEL.SRL,Ddt nr.   1805 del 17/05/24,Food
SFO.GEL.SRL,Ddt nr.    887 del 13/03/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 16/05/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 06/05/24,Food
SFO.GEL.SRL,FOCACCIA STIRATA A MANO 800GR.PZ 5 *,Food
SFO.GEL.SRL,Ddt nr.   3695 del 10/10/24,Food
SFO.GEL.SRL,Riga ausiliaria contenente informazioni tecniche e aggiuntive del documento,Food
SFO.GEL.SRL,Ddt nr.   2003 del 30/05/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 11/03/24,Food
SFO.GEL.SRL,Ddt nr.   3650 del 08/10/24,Food
SFO.GEL.SRL,Ddt nr.   1312 del 15/04/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 30/07/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 11/01/24,Food
SFO.GEL.SRL,Ddt nr.   1610 del 07/05/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 19/06/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 10/09/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 28/02/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. TELEFONICO del 21/04/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. TELEFONICO del 26/03/24,Food
SFO.GEL.SRL,Ddt nr.   3384 del 23/09/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 22/09/24,Food
SFO.GEL.SRL,Ddt nr.    581 del 20/02/24,Food
SFO.GEL.SRL,Ddt nr.   2712 del 17/07/24,Food
SFO.GEL.SRL,Ddt nr.   1455 del 22/04/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 19/02/24,Food
SFO.GEL.SRL,Ddt nr.   1453 del 22/04/24,Food
SFO.GEL.SRL,Ddt nr.   4039 del 04/11/24,Food
SFO.GEL.SRL,Ddt nr.   3156 del 11/09/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 31/10/24,Food
SFO.GEL.SRL,Ddt nr.   1257 del 11/04/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 22/10/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 19/04/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 02/10/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 17/04/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 15/07/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 13/11/24,Food
SFO.GEL.SRL,Ddt nr.   1404 del 18/04/24,Food
SFO.GEL.SRL,Ddt nr.   3923 del 24/10/24,Food
SFO.GEL.SRL,Ddt nr.    102 del 12/01/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 29/01/24,Food
SFO.GEL.SRL,Ddt nr.   1087 del 28/03/24,Food
SFO.GEL.SRL,FOCACCIA GENOVESE ALL'OLIO PZ. 5X600g *,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 26/11/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 10/04/24,Food
SFO.GEL.SRL,Ddt nr.   4455 del 27/11/24,Food
SFO.GEL.SRL,Rif.Vs.Ord. telefonico del 17/10/24,Food
SFO.GEL.SRL,Ddt nr.    419 del 07/02/24,Food
Trama di Trapasso Matteo,Panini per hotdog,Food
Trama di Trapasso Matteo,TraMaBun,Food
Trama di Trapasso Matteo,Pagnotta integrale,Food
Trama di Trapasso Matteo,Pan Briosc,Food
Trama di Trapasso Matteo,Consegna EUR6,Food
Trama di Trapasso Matteo,Focaccia,Food
Trama di Trapasso Matteo,PanBriosc,Food
Trama di Trapasso Matteo,Pagnotta 7F,Food
Trama di Trapasso Matteo,Pane in cassetta 7F,Food
Trama di Trapasso Matteo,Focaccia In Teglia,Food
YALTA SRL,FORMAGGI,Food
DISINFECTA SPA,"DEBLATTIZZAZIONE VIA STENDHAL, 30  20144 - MILANO (MI).",Manutenzione Generica
DISINFECTA SPA,DEBLATTIZZAZIONE CANTINA.,Manutenzione Generica
DISINFECTA SPA,INTERVENTO UNICO DEL 03/04/2024.,Manutenzione Generica
DISINFECTA SPA,Contratto n.2400000236 sottoscritto  il 30-04-2024.  Decorrenza dal 30-04-2024 al  29-04-2025.,Manutenzione Generica
DISINFECTA SPA,Acconto contratto n.2400000236  sottoscritto  il 30-04-2024.  Decorrenza dal 30-04-2024 al  29-04-2025.,Manutenzione Generica
First Assistance SRL,Uscita di pronto intervento di nostro incaricato,Manutenzione Generica
First Assistance SRL,Sbloccaggio e apertura serratura più registrazione in modalità manuale,Manutenzione Generica
LR SERRATURE S.N.C.,Sostituzione chiudiporta Cisa art.C20100390 con fermo a giorno.,Manutenzione Generica
LANFRANCO EQUINI,Bollo in fattura,Manutenzione Impianti
LANFRANCO EQUINI,"INSTALLAZIONE PRESA STAGNA INSTALLAZIONE FARETTO ESTERNO 1    SCATOLA PAR 4BOX 1     PLACCA STAGNA 4BOX 1     CAVO  3X1,5 1     GUAINA CAVOFLEX D16 D12 1     SERIE RACCORDI, FASCETTE FISSATUBI,          TASSELLI 1     PROIETTORE LED 10W MATERIALI     87,00 MANO D'OPERA ORE 5     150,00",Manutenzione Impianti
MARBEC SRL,"MARBEC PULI FORNO 1KG Pulitore gel forte igienizzante per forni da cucina, barbecue",Manutenzione Macchinari
MARBEC SRL,Costi di spedizione,Manutenzione Macchinari
HOBBY GARDEN DEI NAVIGLI SRL,cactus in vaso,Manutenzione Verde
HOBBY GARDEN DEI NAVIGLI SRL,composizione piante miste,Manutenzione Verde
HOBBY GARDEN DEI NAVIGLI SRL,Riga ausiliaria contenente informazioni tecniche e aggiuntive del documento,Manutenzione Verde
HOBBY GARDEN DEI NAVIGLI SRL,materiali per rinvaso,Manutenzione Verde
Flawless Living s.r.l.,Partnership FLAWLESS.life,Marketing
Flawless Living s.r.l.,Partnership FLAWLESS.life // Anticipo,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione sottobicchieri cartone pressato,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione menu plastificati,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione sottobicchieri quadrati,Marketing
MALINVERNI PAOLO ENRICO,Imposta di bollo assolta in modo virtuale ai sensi dell'articolo 15 del d.p.r. 642/1972 e del DM 17/06/2014.,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione adesivi argento specchiato,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione biglietti da visita 55x55,Marketing
MALINVERNI PAOLO ENRICO,Realizzazioni poster,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione adesivi oleografici,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione t-shirt,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione logo su forex,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione targa,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione sottobicchieri rotondi,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione biglietti da visita,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione t-shirt fronte e retro,Marketing
MALINVERNI PAOLO ENRICO,Realizzazione mantovana mt. 6.80,Marketing
SCOTTI ELISA,Bollo in fattura,Marketing
SCOTTI ELISA,Servizio fotografico ad uso social/web // Foto del menù  per piano editoriale social/web,Marketing
SCOTTI ELISA,Servizio fotografico relativo ad uso social/web // Foto del menù per piano editoriale Ottobre/Novembre + 1 ora extra,Marketing
SCOTTI ELISA,Servizio fotografico ad uso social/web // Foto per articolo su Flawless,Marketing
New Imagination di Guo Caijun,Costi di spedizione,Materiali di Cucina
New Imagination di Guo Caijun,FDDSHOP Mandolina per Verdure Taglia Affetta Manuale,Materiali di Cucina
Lo Re Davide,Dj Set e selezione musicale Giugno,Musica
Lo Re Davide,Assistenza audio per serate musicali periodo Maggio - Giugno,Musica
LUCKY MUSIC NETWORK SRL,PIONEER DJ DJM-250 MK2,Musica
LUCKY MUSIC NETWORK SRL,ZZIPP DZZX300 CAVO 2 RCA 2 XLR MASCHIO 3 METRI,Musica
LUCKY MUSIC NETWORK SRL,Riga ausiliaria contenente informazioni tecniche e aggiuntive del documento,Musica
LUCKY MUSIC NETWORK SRL,ORTOFON CONCORDE MKII MIX TWIN,Musica
LUCKY MUSIC NETWORK SRL,MAGMA HEADSHELL CASE BAG BLACK,Musica
LUCKY MUSIC NETWORK SRL,DB TECHNOLOGIES KIT 2 SUPPORTI PER DIFFUSORI,Musica
LUCKY MUSIC NETWORK SRL,PIONEER DJ PLX-500 K BLACK,Musica
LUCKY MUSIC NETWORK SRL,FBT X LITE 112A,Musica
LUCKY MUSIC NETWORK SRL,PROEL BULK 250LU15,Musica
Segale Gianluca,Consulenza Musicale mesi di Giugno e Luglio 2024,Musica
Segale Gianluca,Consulenza eventi musicali per i mesi di Settembre ed Ottobre 2024,Musica
Segale Gianluca,Consulenza Musicale Salone del Mobile aprile 2024 e mese di Maggio 2024,Musica
Eurocoltellerie Srl,Imposta di bollo,Noleggi
Eurocoltellerie Srl,"Forno Elettrico a Convezione per Brioches ANNA Monofase nr 4 Teglie cm 46x33 cm 60x58,7x47,2h",Noleggi
Eurocoltellerie Srl,Deposito cauzionale da Cliente - lavastoviglie 305EUC24,Noleggi
Eurocoltellerie Srl,Servizio noleggio lavastoviglie,Noleggi
Eurocoltellerie Srl,Spese di Trasporto,Noleggi
MUIA' GISELLA,"Pannello sagomato in plexiglass con stampa in adesivo digitale,con logo inciso al laser.",Professionisti
MUIA' GISELLA,Scritta su V/S mantovana con V/S logo,Professionisti
MUIA' GISELLA,"Felpa girocollo nera, completa di stampa con logo F/R",Professionisti
AUTOSTRADE PER L'ITALIA S.P.A.,PEDAGGI AUTOSTRADALI,Rappresentanza
iPratico srl,PACCHETTO 100 CREDITI FATTURAZIONE ELETTRONICA,Software
iPratico srl,CANONE ANNUALE ASS.TECNICA passaggio ad EAT sistema Sync  compresa di Pacchetto Base e Gestione Tavoli eat dal 01/10/2024 al 30/09/2025,Software
iPratico srl,PACCHETTO 250 CREDITI FATTURAZIONE ELETTRONICA,Software
leggimenu SRL,leggimenu.it - Premium  Mensile / Monthly,Software
leggimenu SRL,leggimenu.it - Brand,Software
ARUBA SPA,Ordine nr: MO17740287  - Dominio con email  -   - thegallerybarmilano.com,Spese Amministrative
ARUBA SPA,Ordine nr: 160821064  - Casella Standard  -   -  beergallery@pec.it,Spese Amministrative
ARUBA SPA,Ordine nr: 153899533  - Professional  -   -,Spese Amministrative
ARUBA SPA,Ordine nr: 158067973  - Fatturazione Elettronica Dimensione  -   -,Spese Amministrative
FABRICK SPA,"Gentile Cliente,
Le ricordiamo  che la nostra società Fabrick S.p.A. ha incorporato la società Axerve S.p.A. in data 01/04/2024.
Pertanto i documenti che prima avevano mittente Axerve S.p.A. ora sono emessi da  Fabrick S.p.A.",Spese Amministrative
FABRICK SPA,NOLEGGIO ESERCENTE - Cod. Eser.: 687157 - Cod. Terminale: 02388485,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - LUGLIO    '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - DICEMBRE  '23   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - MARZO     '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - NOVEMBRE  '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - APRILE    '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - GIUGNO    '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - AGOSTO    '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - SETTEMBRE '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - MAGGIO    '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - FEBBRAIO  '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Cod.Comm. 022201545,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - OTTOBRE   '24   TID:92430019,Spese Amministrative
Nexi Payments SpA,Canone SmartPOS Mini con stampante - GENNAIO   '24   TID:92430019,Spese Amministrative
Register SpA,[ID: #28938904] Servizio di cambio maintainer/transfer registrar per il dominio thegallerybarmilano.com,Spese Amministrative
Register SpA,[ID: B18911453] WordPress Start Managed,Spese Amministrative
Register SpA,[ID: #9393098] Servizio di rinnovo per il dominio beergallery.it,Spese Amministrative
S.I.A.E.,Musica Interessi Moratori e Penalità,Spese Amministrative
S.I.A.E.,MUSICA D'AMBIENTE.:APPAR. RIPROD. AUDIO,Spese Amministrative
S.I.A.E.,Diritti amministrativi di procedura,Spese Amministrative
S.I.A.E.,Diritti connessi mda in PPEE Altri App.,Spese Amministrative
S.I.A.E.,TRATTENIMENTI SM SENZA BALLO,Spese Amministrative
S.I.A.E.,Diritti conn. Intrattenimento,Spese Amministrative
Intesa Sanpaolo S.p.a,CANONE OTP VIRTUALE,Spese Bancarie
Intesa Sanpaolo S.p.a,CANONE MENS. INBIZ BASE ITALIA,Spese Bancarie
FASTWEB SpA,"VIA ENRICO STENDHAL,30 MILANO  Penale Per Recesso Anticipato, Penale Per Recesso Anticipato",Telefono
FASTWEB SpA,"VIA ENRICO STENDHAL,30 MILANO  Unlimited Business  ASYM TOP PROMO 2 LINEE PROMO SMALL, Unlimited Business  ASYM TOP PROMO 2 LINEE PROMO SMALL",Telefono
FASTWEB SpA,"VIA ENRICO STENDHAL,30 MILANO  Importo per Rate residue ., Importo per Rate residue .",Telefono
FASTWEB SpA,"VIA ENRICO STENDHAL,30 MILANO  Importo per Rata ., Importo per Rata .",Telefono
